fold,prediction,reference
2,تناول أدوية أخرى,تناول أدوية أخرى:
2,تحذيرات خاصة أخرى,تحذيرات خاصَّة أخرى
2,يتسارع معدل نبضك بشكل كبير.,تسارع معدل نبضك إلى حد كبير.
2,لديك رد فعل تحسسي تجاه بعض المضادات الحيوية (نيومايسين و/أو ستربتوميسين),إذا كان لديك حساسيّة من بعض المُضادات الحيويّة (النيوميسين و/أو الاستربتوميسين)
2,استلق على نفس السرير أو الأريكة أو السجاد,يرقدون على ذات السرير أو الأريكة أو السجادة
2,مما هو وصية الحياة؟,ما هي وصية الحياة؟
2,يمكن أن يحدث دوخة في بعض الأحيان عند تناول بروستا-تاب بي ار، خاصة إذا كنت تتناول أيضًا مثبطات ألفا1 الأخرى، إذا شعرت بالضعف أو الدوار فتأكد من الجلوس أو الاستلقاء على الفور حتى تختفي الأعراض.,قد يحدث الدوار أحيانا عند تناول بروستا-تاب بي ار، خاصة إذا كنت تتناول أيضا أدوية أخرى من حاصرات ألفاإذا شعرت بالضعف أو الدوار اجلس أو استلقي مباشرة لحين زوال الأعراض.
2,تحدث إلى الطبيب أو الممرضة إذا كانت لديك أية أسئلة أو مخاوف.,يرجى التحدث إلى الطبيب المعالج أو الممرضة إذا كانت لديك أية أسئلة أو مخاوف.
2,سيقوم الطبيب بالنظر في الفائدة المترتبة على العلاج بعقار ميجيون مقابل الخطر على طفلك.,سيأخذ الطبيب بعين الاعتبار فائدة خضوعكِ للعلاج بعقار ميجيون مقابل خطر ذلك على رضيعك.
2,تناول مونوزايد في وقت مبكر من اليوم، فمن الأفضل تجنب تناول هذا الدواء خلال 4 ساعات من وقت النوم لتجنب الحاجة إلى الاستيقاظ للتبول.,تناول مونوزايد في الصباح ويفضل أخذ مونوزايد قبل أربع ساعات على الأقل من النوم حتى تتفادى الاستيقاظ من النوم للذهاب للحمام.
2,كيفية تجنب آلام الأسنان,كيفية الوقاية من ألم الأسنان
2,السعال المفاجئ بدون سبب واضح، مما قد يؤدي إلى ظهور دم،,السعال المفاجئ دون سبب واضح، والذي قد يصاحبه خروج دم،
2,nan,طريقة تخزين المستحضر
2,الآثار الجانبية الأقل خطورة,آثار جانبية أقل خطورة
2,الخصوبة.,الخصوبة.
2,بلازمكس مع الطعام والشراب,بلازمكس مع الطعام والشراب:
2,هل تعاني من مشاكل في القلب أو تعرضت لسكتة دماغية أو تعتقد أنك معرض لخطر الإصابة بهذه الحالات (على سبيل المثال، إذا كنت تعاني من ارتفاع ضغط الدم أو داء السكري أو ارتفاع مستوى الكوليسترول أو كنت مدخناً)؟,هل لديك مشاكل في القلب، أو قد اصبت بسكتة دماغية، أو تعتقد أنك قد تكون في معرض بخطر الإصابة بهذه الحالات (على سبيل المثال، إذا كان لديك ارتفاع ضغط الدم، والسكري، أو ارتفاع الكوليسترول في الدم أو مدخنا)؟
2,الارتباك، الهلوسة.,ارتباك و هلاوس.
2,الآثار الجانبية التالية نادرة جداً (تحدث في أقل من 1 من كل 10000 مريض):,لآثار الجانبية التالية نادرة جداً (تحدث عند أقل من 1 من كل 10000 مريض):
2,قد تشمل الأعراض عند الإناث:,يمكن أن تتضمن الأعراض في الإناث:
2,يمكن أيضًا وصف لوبيد للأشخاص الذين لا يمكن وصفهم لأدوية أخرى خافضة لدهون لخفض مستويات الكوليسترول في الدم.,كما يمكن أيضًا وصف لوبيد للأشخاص الذين لا يمكن أن يوصف لهم أي أدوية أخرى خافضة للدهون لخفض مستويات الكوليسترول في الدم.
2,الآثار الجانبية التي يمكن توقعها مع الكاربيتوسين:,الآثار الجانبية التي تظهر مع المنتجات المماثلة التي يمكن توقعها مع كاربيتوسين:
2,أغلقت المدارس والجامعات في جميع أنحاء البلاد، بما فيها الولايات المتحدة، وبر الصين، وبر الصين، وبر الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصينية، وولاية,تتضمن الضوابط الملائمة للتحكم في المخاطر لهؤلاء العاملين ضوابط تحكم هندسية مثل غرف التهوية بالضغط السلبي، ومعدات الوقاية الشخصية الملائمة للمهمة الوظيفية.
2,قد تكون قادرًا على استخدام إيميجران إذا كان ارتفاع ضغط الدم لديك خفيفًا ويتم علاجك,قد تستطيع استخدم إيميجران إذا كان ضغط الدم المرتفع لديك غير حادّ ويجري علاجه
2,إذا كنت قد أجريت أشعة على البطن أو الحوض، فقد يكون لديك بعض البراز الخفيف من السائل الذي شربته.,إذا كنت قد أجريت أشعة على منطقة البطن أو الحوض، فقد يكون لديك بعض البراز الرخو نتيجة للسائل الذي شربته.
2,إذا لاحظت أي من الآثار الجانبية التالية، يجب التوقف عن استخدام المرهم واتصل بطبيبك أو أقرب قسم طوارئ في المستشفى على الفور:,إذا لاحظت أيًا من الآثار الجانبية التالية ، يجب التوقف عن استخدام المرھم والاتصال بالطبيب أو أقرب قسم للطوارئ في المستشفى على الفور:
2,لا تستخدم اوكتانيت,لا تستخدم اوكتانيت
2,حوالي 100 مل من الماء إذا كنت تقوم بمقياس ملعقتين من المسحوق,ما يقارب 100 مل من الماء إذا كنت مستخدما لملعقتين من المسحوق.
2,القيء، توسع حدقة العين، الحمى، تغيرات في ضغط الدم، الصداع، ارتعاش العضلات غير الإرادية، الهياج، القلق وسرعة ضربات القلب.,قيء، اتساع حدقة العين، حمى، تغيرات في ضغط الدم، صداع، تقلصات عضلية غير إرادية، تهيج، القلق و تسارع نبضات القلب.
2,من المستحسن استشارة طبيبك في حالة العلاج لفترات طويلة حيث قد تحتاج إلى تناول جرعة أقل أو تناول هذا الدواء أقل من المعتاد، وقد يرغب طبيبك في فحصك بانتظام.,ينصح باستشارة الطبيب في حالة العلاج المطوّل حيث قد تحتاج إلى تناول جرعة أقل أو تناول هذا الدواء بتكرار أقل، و قد يطلب منك الطبيب زيارته بشكل منتظم.
